antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02846678874646246,0.10737472948227068,0.021308473447644416,0.7485380116959065,6.971267963189629,1.0,0.018251859706764063,3.5497423548495757,0.8816518698594928,0.186046511627907,0.7182894136996103,0.47349381204950364,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI → JUMBO BAG RED RETROSPOT"
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.048277010154819375,0.07724321624771101,0.025303812219077744,0.5241379310344828,6.785552913198574,1.0,0.02157474068389609,1.9391265745519117,0.8958784051259863,0.25249169435215946,0.4843039061382172,0.42586206896551726,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND → LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05665612341157539,0.07724321624771101,0.028633261195272184,0.5053868756121449,6.542799486642574,1.0,0.024256960002834865,1.8656132202199742,0.8980396716826267,0.27200843437005795,0.46398321519071883,0.43803826539227936,LUNCH BAG SUKI DESIGN ,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN  → LUNCH BAG RED RETROSPOT
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03917651628655457,0.10737472948227068,0.026913045890905055,0.6869688385269122,6.397863276017304,1.0,0.022706478052578485,2.8515540316086736,0.8780986630387216,0.22495361781076068,0.6493140270479599,0.4688074166794768,DOTCOM POSTAGE,JUMBO BAG RED RETROSPOT,DOTCOM POSTAGE → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06431385605682259,0.10737472948227068,0.04356029077187725,0.6773080241587576,6.307890389335902,1.0,0.03665460787581423,2.766183659171252,0.8993062454529728,0.33997401472498917,0.6384911042748335,0.5414963893403607,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.035236668331391156,0.10737472948227068,0.023750069363520337,0.674015748031496,6.2772288347677465,1.0,0.019966541633580717,2.7382466027959325,0.8713992405534154,0.19981325863678806,0.6348027971699359,0.447602189261226,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04378225403695688,0.10737472948227068,0.028633261195272184,0.6539923954372624,6.090747782002535,1.0,0.023932153511929885,2.579785122485306,0.8740860027855153,0.23369565217391305,0.6123708167459223,0.4603295310519645,JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04078574995838189,0.10737472948227068,0.026302646911936074,0.6448979591836734,6.006049675684227,1.0,0.021923288043423285,2.513714842262571,0.8689416473710341,0.2158469945355191,0.6021824022410157,0.44492959974687546,JUMBO BAG WOODLAND ANIMALS,JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03451528771988236,0.10737472948227068,0.021641418345263858,0.6270096463022508,5.839452628430419,1.0,0.01793534866333875,2.393159130439774,0.8583782445498634,0.17997231195200736,0.5821422874557293,0.414280016949575,JUMBO BAG SPACEBOY DESIGN,JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05049664280561567,0.10737472948227068,0.03162976527384718,0.6263736263736264,5.833529261436238,1.0,0.026207701912831345,2.3890852828562754,0.8726427136744908,0.2505494505494505,0.5814297600944375,0.4604736348922396,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,JUMBO  BAG BAROQUE BLACK WHITE → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06270462238499529,0.10737472948227068,0.03873258975639532,0.6176991150442478,5.752741990807436,1.0,0.031999697890518514,2.3348762863079493,0.8814402271500106,0.2948880439374736,0.5717117836760157,0.48921131462806705,JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.034237833638532826,0.10737472948227068,0.020531602019865713,0.59967585089141,5.58488811830186,1.0,0.016855323894869264,2.2297562425483357,0.8500492275773821,0.1695692025664528,0.5515204842045318,0.39544516058782386,JUMBO BAG OWLS,JUMBO BAG RED RETROSPOT,JUMBO BAG OWLS → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04522501525997447,0.10737472948227068,0.027079518339714777,0.5987730061349693,5.576479764112808,1.0,0.022223494560343456,2.2247388240732398,0.8595484943300373,0.21573828470380194,0.5505090354070796,0.4254846942819549,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK VINTAGE PAISLEY → JUMBO BAG RED RETROSPOT
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03906553465401476,0.11997114477553965,0.025969702014316632,0.6647727272727274,5.541105142544783,1.0,0.021282965100605965,2.625170822364493,0.8528475303898299,0.19516263552960803,0.6190724079817026,0.440619481120175,RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,RED HANGING HEART T-LIGHT HOLDER → WHITE HANGING HEART T-LIGHT HOLDER
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03795571832861661,0.10737472948227068,0.02247378058931247,0.5921052631578948,5.514381884944921,1.0,0.018398295601472,2.1883716309466914,0.8509546057564746,0.18292682926829268,0.5430392233848329,0.4007037943696451,JUMBO STORAGE BAG SKULLS,JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SKULLS → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.062871094833805,0.10737472948227068,0.03645746628932912,0.5798764342453664,5.4004926209487065,1.0,0.02970669948929512,2.1246731754129993,0.8694979980921852,0.2725010369141435,0.5293393771935688,0.4597056589831483,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.049109372398867986,0.10737472948227068,0.028189334665112923,0.5740112994350283,5.345869574738318,1.0,0.022916229088740383,2.0954200647432106,0.8549244993272901,0.21972318339100344,0.5227687198258514,0.4182717995883152,JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,JUMBO BAG APPLES → JUMBO BAG RED RETROSPOT
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.039398479551634204,0.10737472948227068,0.022307308140502746,0.5661971830985916,5.273095316082542,1.0,0.01807690705663325,2.0576751365830774,0.8435944016271252,0.1792242532322782,0.5140146361195896,0.38697456054154383,RECYCLING BAG RETROSPOT ,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT  → JUMBO BAG RED RETROSPOT
